,ProductID,ProductName,Category,Price
76,21966a63-e91f-4d53-8260-cbf82e5e9400,wide,Clothing,132.44
77,49f184a2-96dc-4654-ad30-8277bec3d064,set,Electronics,167.42
78,bba32200-dfa2-46c4-8dab-8eebc77e0110,around,Home,162.25
79,c5027888-151a-45c0-927f-74c56bfa7e4b,age,Electronics,119.79
80,bb92a03b-3a1b-496c-89db-b1d946a82536,guess,Books,34.49
81,ae712db1-02d7-4160-8d11-cfd5dac0c400,hope,Home,130.89
82,c4ebe1b9-778c-4fad-a259-627e76b82b70,language,Books,195.7
83,f4736f3d-5373-4e05-b3a5-ddae922b10c8,recent,Home,43.01
84,82355890-4659-4fab-a89c-41a5eb757e4e,quickly,Books,181.79
85,be0e6e8a-5996-428f-8aec-3ac69ddd980f,know,Home,108.28
86,c692a422-30b8-490e-929c-a3821b3b8954,strategy,Electronics,93.11
87,6d9b19a4-aef0-4b39-9bfb-d5c65e4e9b4b,thus,Books,28.92
88,ed89098a-5b6b-4681-816b-dd13792f0230,improve,Clothing,162.22
89,0fe684f2-579a-4cc7-881d-38b0d8be1a21,listen,Home,105.81
90,3fb20cd3-109b-4898-9d54-32fc19d65cfe,prepare,Books,129.97
91,cb677fff-88bb-43aa-87c4-343d73492de2,finally,Books,159.01
92,d1a5febd-08b2-4964-9f95-5963d7ac514b,travel,Clothing,170.18
93,a57789d5-0315-4687-a4cd-69765e3c5748,tough,Home,129.19
94,6fd117b5-b657-445a-bb71-63d0f9b990ce,put,Clothing,59.44
95,48bc620b-4010-4b98-943c-261b2ed19842,quite,Books,115.05
96,cb12963d-8cef-4dc3-9800-f555954bdfaa,edge,Clothing,190.25
97,7f152a50-41c2-4807-b3bf-3f593baf4b6c,scene,Clothing,48.71
98,39a8bf55-d602-4ef3-b80c-e22327890556,throw,Electronics,27.72
99,a863d828-6fd6-442d-b87a-7b57565ae4d1,catch,Clothing,93.11
100,b9e9771a-0a66-47f1-a5b8-99cd6f40743e,whole,Clothing,129.49
101,6f579b99-20a9-4480-b4e1-c687216a0524,lose,Books,122.72
102,a4d6caf2-256c-42b7-a018-3c55760a7691,draw,Clothing,15.29
103,a019b09b-1567-426f-b867-c02313046b59,operation,Clothing,144.44
104,7ebe6645-7ba6-458b-a1ee-9cbdb87563b3,name,Electronics,184.91
105,89b6a422-6ebf-42a5-91b1-10b565908577,start,Books,24.97
106,bb2464b1-1a1f-4bbb-b51b-2af63e644dba,happen,Books,82.66
107,8d4d4ce7-5216-45ba-bb3c-d380c7e8b526,difference,Electronics,151.04
108,cd0539f3-4620-4979-bc01-0aee12d6cb2a,decide,Books,34.8
109,2c02abdd-3613-4172-86fa-dafdc2679c07,form,Clothing,96.2
110,3419b15c-b095-4c76-9c12-141423d67965,sit,Home,129.99
111,3319da94-a82f-4070-bdd5-672dd810ff62,garden,Books,78.04
112,20b6056a-dd15-42ff-a9ce-0962dcc33bbe,modern,Electronics,55.55
113,dfe6f6a3-1a1c-4644-8581-c0b1183efd29,we,Books,180.6
114,aade1991-d62e-4db4-8713-a06ad6444750,none,Electronics,66.42
115,0d77f97e-297d-4659-b3d3-ad648b96c4b2,history,Books,111.73
116,cb277b66-0886-4bae-8074-0465c811a7e4,hit,Electronics,56.6
117,19d6dce5-ead0-488c-b80b-6cabc34d46e3,way,Electronics,158.21
118,e1e7fc92-75f3-4059-b637-8005fd2c0de5,theory,Clothing,159.35
119,5fa0db03-fe75-4b05-976d-be5f98e9d0dc,whether,Electronics,156.37
120,63472ec3-83d6-41de-9a31-1f9fbca878fe,west,Electronics,135.26
121,8e0c53df-008b-4dbd-8177-a0dcef701e6a,wall,Electronics,62.24
122,b8748a6a-414a-48b0-8d58-78bf3716baeb,Republican,Books,187.65
123,1f8bc18e-f123-469b-9554-bb8b915d0da4,get,Clothing,129.21
124,3e51c41e-8207-4b3a-b197-e8646aaa9636,decide,Clothing,131.29
125,b7a91cc6-294e-4c01-9350-2e86a896a4f1,hair,Books,120.08
126,8325ff0b-b885-47ed-8e28-058ebaf0d1a3,represent,Electronics,29.65
127,cafa654d-d676-4e6f-9e46-d10eb861ea6f,likely,Clothing,97.23
128,0939725a-f47e-405e-8b8c-d2275125f50c,begin,Books,123.22
129,fb9128aa-3fe6-4787-9f2f-efa8632107c6,state,Books,30.34
130,7542b312-a9c3-4dda-8c0b-553585b96019,begin,Books,63.67
131,499f9c1c-af0e-4170-beb7-5dad48d5990c,everybody,Books,179.97
132,e1146d2b-e07c-4251-847e-2fb6e58e47e9,different,Electronics,27.63
133,7583b25c-29c8-4cdd-9ae6-7f36861491e9,address,Home,103.91
134,b90726aa-a90f-4be9-a1e5-69a55080b4bb,human,Electronics,78.67
135,c20488ef-54cc-4f49-b946-da4c133104a3,point,Clothing,169.28
136,f61b3122-8616-434c-9cb3-06a96643fa0e,factor,Books,84.25
137,83546acd-9fcb-4f5b-80a3-0746524c131d,represent,Electronics,103.3
138,b50dedb1-3ce1-4beb-a478-fe2e73c33c49,system,Electronics,14.17
139,40d893e3-73ce-4a76-ad88-c876257d5faf,heart,Electronics,23.98
140,48543163-6a5b-487f-83a5-5cdd13977ced,develop,Books,192.25
141,920bc449-86c5-4890-900a-f281f81d055f,list,Home,24.5
142,330197a4-bded-4e12-9e99-867cb308095e,important,Clothing,140.59
143,0af4001c-6b2b-41ff-a88b-c97c9d664cdf,during,Home,81.3
144,aa204566-89e0-47da-a3c0-d11e90b79ab7,loss,Home,69.58
145,860b003c-df10-4017-adab-25f9103753e3,full,Electronics,182.58
146,0fdea8b0-41a7-44f5-b6d8-ff12453bf1e2,our,Books,163.62
147,059402f6-e488-4c15-9e31-3365dbaddeba,seek,Electronics,44.16
148,7910fe5e-bc24-48f7-9f2f-6305cfa1b5d6,something,Home,11.93
149,08d20606-a5b7-4b97-91c9-38a67af3f9f8,trouble,Home,43.95
150,ad66e3fe-588a-4d37-b313-fd7384d5f1c9,bed,Clothing,117.79
151,69ed4ba5-582e-4794-a9d8-e10251b5bca8,television,Electronics,125.26
152,b57f847d-9f3b-4a8d-9d5d-cd5dbc2d17d8,stay,Clothing,15.98
153,35e3fbec-e4dd-47ef-982f-b231760e0ba5,section,Electronics,195.42
154,d7a09d02-0559-4141-8deb-730de2948ed3,back,Books,198.81
155,4ccb3adb-5a26-4b5f-b9d3-9e5e9fb12012,onto,Home,101.94
156,dc0d91a7-e0e9-4c63-92c4-5ed66d863c4b,want,Books,126.66
157,a1f40611-0152-4234-aa3d-a0905d77b3c6,share,Books,113.83
158,daad3971-52f8-478a-bb27-a3541ee2b3a3,example,Home,40.09
159,21b20ece-3509-4c49-a54b-e65f5e46f037,perhaps,Home,150.92
160,69fae77d-28dd-4a7e-b04e-b5485652921f,senior,Books,186.05
161,34533a31-fd8d-4734-9d7e-84a8cea2c903,training,Home,46.64
162,d715b86b-dc25-4831-85ea-93529dbf4dad,may,Books,15.62
163,40c5dde5-f0fe-456c-ba27-58920bb0eaef,visit,Clothing,14.38
164,a2fca74a-f12b-4548-986e-2da28d6c1d71,responsibility,Home,107.23
165,fa4bc267-7409-4743-9759-ea770413a187,two,Electronics,38.95
166,7a737ed2-b03a-4781-b05e-91195f749c57,generation,Home,174.71
167,d8d94071-d23c-46fd-808f-fc38f9cac4e7,both,Clothing,31.81
168,723aba7c-8457-4b3f-a7ba-3f2ad52f838d,debate,Home,51.22
169,9ac53c94-c97d-4150-bbde-b04e1bac8914,our,Clothing,72.23
170,7d5114e5-88fc-441a-9135-9910319f0de5,realize,Home,51.75
171,2d769b99-2872-4a3b-a518-3edbed062f16,air,Home,148.27
172,14316f1d-6f39-480a-b51f-ad7cb52fa6ab,generation,Books,188.57
173,612001cb-41cd-403c-80a1-a44b6f2b56a0,stage,Clothing,60.84
174,e39fa9bc-e856-4eae-a862-d541999cf3e3,certainly,Home,101.5
175,2954fdb0-ce7d-4513-8465-88514d336433,she,Electronics,191.11
176,8973dee8-b15a-4e67-80a2-096fa0f31699,yeah,Books,76.23
177,574d46ce-51a5-4e46-904b-a92859203f8d,each,Electronics,114.78
178,3905e2ad-b5cd-43bd-8623-82043e42fc11,mouth,Clothing,65.92
179,e9f1e6ee-f596-41f6-8255-75c8c27dac9b,interview,Home,151.59
180,735448a5-8f30-4fb8-a20f-8f394ffdc490,stand,Home,104.2
181,1f95bd85-ba22-4457-aae9-6f2e35da4ca5,in,Clothing,107.4
182,036f39fb-0547-459b-8d72-4a31e7c533f6,lot,Clothing,85.99
183,33d87a5e-06a2-4859-a1e0-eb608603fa50,onto,Books,46.68
184,7d38e97e-663d-475d-8c7b-944a6f466183,so,Clothing,42.86
185,c07e60cc-3ff3-4b4b-a0ea-cbf94b41a3d7,respond,Clothing,140.54
186,711f8344-8a35-4617-8c8d-93200d9e596b,onto,Electronics,178.59
187,5a2b16fb-4ece-4ff5-bcb6-3e7531d6d543,road,Home,63.41
188,4ad9bdc4-208f-4b28-b6fe-926c4f95d225,off,Clothing,84.64
189,bb28182b-9cf5-4afc-85ac-82c6a560c51f,in,Home,120.89
190,8c78285d-fe9f-43bc-95a4-10c378bfbe89,talk,Books,155.63
191,4f879268-5b6c-40b7-b34a-861d5e68207d,section,Electronics,69.2
192,d7166fa0-36ed-4c50-83e2-382a636d6759,opportunity,Books,160.88
193,7f4790a2-b050-4db9-9e33-3727b8837c1e,similar,Electronics,191.21
194,32b0d5fa-68e6-4cdb-977d-cc62e5c9a2d8,prove,Clothing,102.69
195,7959d762-81a2-4b96-b071-477f375c2fa0,send,Clothing,177.74
196,29905747-8d40-4462-a691-df2754f45ae0,girl,Books,90.51
197,a4e5eb13-b92e-469a-b79f-b6eceb893e25,baby,Clothing,151.95
198,bfef387c-d50c-4ef3-be20-4b9310a85f58,situation,Books,165.02
199,69bedaca-f886-46ce-9418-1e9dc8dc36fe,fear,Electronics,128.35
200,52e616e3-0824-4979-940b-f4bd90c1c960,particularly,Books,125.39
201,5f756b93-ac08-4002-94f7-f45241cc00a0,truth,Books,91.57
202,204dbd94-1bad-4d8c-965c-a7e123a6a346,knowledge,Electronics,117.76
203,2c296836-adb9-4c42-8366-bc6dbcbee6f0,cause,Books,81.05
204,fd142ed0-314c-48f7-81a5-52c94e3f0e10,suggest,Electronics,130.21
205,1ca444e1-9076-49f2-911b-491b96142c3b,nearly,Books,22.21
206,79588884-87a9-469d-8d6f-0dc44cf6bb9d,source,Clothing,41.78
207,242b580b-c7d5-4d29-bebc-0d8fcefc4e20,worry,Home,16.41
208,e24e533c-b06f-4a9d-b312-d77bdb90fbad,own,Books,107.16
209,6a859938-0833-46e7-8f9f-c88da55ac512,together,Electronics,121.51
210,4b71e46f-904f-4485-9c28-ba7381a275b3,new,Clothing,65.76
211,a8b57e10-e959-4ca5-82d7-6c08fc3371cb,pass,Clothing,167.07
212,1572457c-95f3-45cf-ae37-bfac5cba84ba,image,Electronics,132.57
213,452de63f-af3c-4bb5-b1ed-e7e216c42223,occur,Home,193.38
214,c2fa96d5-88e6-40df-802f-f483ff96d17e,whole,Books,76.93
215,58b264f4-cdb5-4374-a0e6-9912a5616945,sometimes,Books,15.69
216,1d0d24b2-b5cf-4a2b-bb1a-71ea1ac07789,raise,Books,44.18
217,2bdbf018-84e2-46dc-9a94-e841e09631b8,trip,Home,71.31
218,7e604ae6-8077-43ce-8cd8-c045c2292bcb,sense,Home,160.27
219,ce64b45a-6ccd-4a14-afb6-c3091a266277,foot,Home,77.97
220,fce24440-b4ad-4e07-96f0-76fabdab278b,protect,Books,23.8
221,2220e82d-d985-42b4-8076-c2c90cbe83d9,find,Books,134.82
222,8196f50f-e85e-44f3-a3b5-8b73211b762f,country,Electronics,80.67
223,e4972e02-9216-4c9a-9150-8d0de96848a4,catch,Electronics,158.11
224,8cbd69ba-6bd4-4206-83e0-d6ab9ff1275c,these,Electronics,33.24
225,3e82d758-89b8-40c7-83a4-248e1adc7a6c,hit,Home,70.53
226,4e2c7813-487f-4198-b0d0-2cc513df2e13,everyone,Home,12.07
227,7c71cda7-7113-4df6-a071-565ef681c823,suggest,Electronics,72.49
228,df4e0af7-9394-4760-a6b8-77ee389394da,employee,Electronics,98.42
229,5c767552-f93a-4dfd-b1fb-7f2e1608926c,car,Books,161.1
230,700658c6-c911-4d37-b383-de746406ff9d,although,Electronics,180.76
231,a57968f1-205c-47e6-a62a-d2decb1db790,laugh,Books,116.71
232,bfc63058-5154-4197-877b-50923b5d3ce3,family,Electronics,83.26
233,bdb81075-8859-48f4-bfc1-f6f426e0acb9,group,Books,124.34
234,1bbf8cf2-ea6f-498d-9b23-c88ede60798b,everybody,Electronics,110.18
235,78f051d1-86fd-4a05-902e-fe46449db956,born,Clothing,29.55
236,e8af11e6-1785-4bcc-b2c8-f50f5e103449,must,Electronics,62.83
237,129fcd01-ed53-402d-a9cb-63609f48e12f,board,Home,125.5
238,a77887fc-4a5e-4381-b82e-dc6521bda884,most,Clothing,177.84
239,2fd071e2-5428-4dbf-9511-4764fe8ee191,finally,Home,173.38
240,3dccbe70-c26c-4934-89fb-95e6678a823f,official,Electronics,24.22
241,eb1a1f06-b0f0-4f07-9f5b-ee7caa9f3628,fly,Electronics,179.61
242,0dc32e49-1b22-4773-a72c-f81f27263bc7,investment,Home,90.13
243,fd5087e1-4343-4d55-9efe-d26e719c9db8,theory,Home,153.68
244,3fe60091-387f-4a88-9b0b-8345b152a1b2,according,Clothing,70.38
245,dfdd7724-9467-475c-968b-5bb4bf456b1b,nation,Home,70.82
246,a29e9635-319e-4691-9505-015808dad39f,success,Electronics,47.45
247,48984878-3109-4786-a663-c47c9c04afb4,later,Electronics,162.52
248,e94bbb96-9ca3-4d24-accc-afa78eb6b3f1,fine,Home,104.74
249,0c2a0520-6a0e-4573-bdd9-0d778020d227,everyone,Electronics,198.15
250,1258f0ad-a320-4b71-96a1-4eadc99a4a24,factor,Clothing,90.04
251,d3411d98-d4bd-4963-8724-a8fef55b91d4,mission,Electronics,33.58
252,8d037b7a-03f8-4dac-995b-cbd4bed40de8,often,Home,42.52
253,a8b3b991-abd6-4a78-8fdc-3a6139183448,reality,Clothing,72.11
254,8d9b14dd-a6a4-4833-8a9a-1139a8b3ab99,thank,Home,82.74
255,b0d246d1-0595-4541-8262-6cab173292c1,these,Electronics,119.52
256,ea8fe45e-edb3-44e5-8a0c-c1def0144556,care,Books,64.16
257,c9cd3f4b-dc6f-4fde-be7f-1eb5ba2f1139,surface,Home,132.3
258,548e5b15-271c-4907-80bb-a5cdcd2f81a2,who,Books,172.66
259,1faf4588-8f02-4937-9d42-7afaa82816d0,page,Clothing,197.71
260,2b5ee3be-4ab8-4218-9407-fa38f3ad036e,live,Electronics,183.21
261,47c78f1e-b953-4974-b869-e24a620b8e22,toward,Clothing,64.03
262,b0384518-bf37-4311-a2b7-510c8e588ffa,whom,Clothing,169.91
263,4c75f03b-7b16-4ba9-b7e1-2681d68e04d6,head,Books,86.53
264,021bdb40-92f1-41c1-80d6-b34f9269e191,girl,Clothing,180.21
265,0749a2c0-cb02-4454-a6e1-954c661c903c,control,Electronics,184.43
266,88330da4-dbe3-4fd6-97c3-a72df8d9574e,word,Home,17.43
267,f924bfaa-488a-4fdc-93ed-3bcffd228678,possible,Books,132.51
268,f26a3ae7-fb3f-42ec-9e38-5deb8b4deaf2,firm,Electronics,23.2
269,17cbba93-8204-4c68-96ff-92ac409f6494,individual,Books,28.07
270,d97723f9-7d33-4ec7-8685-e9f7d79f6378,model,Electronics,162.48
271,0863c048-0fbc-4970-a3a8-a752da5270dd,attorney,Home,147.42
272,78a2fbee-d872-46bc-b4ee-389bd4ef64fa,provide,Books,62.19
273,1c4f44f2-93a7-466f-8be7-3b6542247218,my,Home,153.2
274,3b561ff3-786b-40bd-901a-399108551ca8,economy,Clothing,86.07
275,a61fed21-9e95-4e42-ad51-c9c3ba783175,only,Books,115.73
276,9d5c17a5-35d9-4701-81d9-20718cafc709,off,Books,69.5
277,03837e30-fb9e-4434-a581-517aa2f04ee5,interest,Clothing,126.34
278,02ce6081-c749-43b2-bc41-a9a348d8dfe3,southern,Books,84.73
279,7feef10e-9fa4-4c54-b00c-2a10f1c6a618,save,Electronics,142.33
280,d8bd6d99-da89-401c-8d69-45d4436b2c14,certain,Home,96.37
281,82bf2438-8a20-4c6b-bee4-2baa54e28e29,reason,Clothing,171.25
282,d07d14ba-0bb9-4c21-8dd8-1919056f7256,control,Books,193.76
283,34387eea-794c-4e10-b8bb-f0a24ce6533b,seek,Books,33.07
284,cbf16719-4666-4f60-b4f0-44d1d4ceb63f,key,Home,81.04
285,3985a68d-bf35-4d17-ba91-3a7ba53fb973,part,Books,127.42
286,11db1992-a84a-492f-b35e-3b770dfffb3c,else,Books,15.56
287,f9aa75b5-6072-4aa5-b962-b6bc77e9d434,today,Electronics,19.09
288,b3bf5135-5129-47c8-abc4-7b35e1040a55,both,Books,11.98
289,180cd05d-7a81-4173-a429-884b3b75c49e,this,Electronics,29.98
290,5eaba594-9dd0-43a9-bd3d-fa755573fd2b,easy,Home,71.34
291,41ef0ba7-cd40-4dac-b782-16aa1179a229,sort,Electronics,140.64
292,1016bc24-3c75-413a-9897-952d88e0ec16,country,Clothing,92.78
293,278a5dfd-4952-49f3-a232-aa74c542a4d3,quickly,Books,42.34
294,0b5f301d-cb25-4360-ad60-e72d6fe356c8,computer,Books,46.32
295,8e6bfb18-07e5-4319-9564-98b859a5710f,stop,Electronics,181.43
296,aec8de1e-f604-4f81-b7b3-fe5317f1c8de,compare,Clothing,80.09
297,027337a2-f16b-42c4-8950-2b10c165051c,attack,Clothing,181.55
298,e295f55f-ddaf-4be2-bc59-84f6766c2a3f,them,Home,198.02
299,b88904a6-7d70-4ec2-a6f8-21cc9d22cd99,glass,Home,187.48
300,6b6d4301-b781-4c36-a602-06f59b2b31fc,open,Electronics,174.92
301,197b0623-bf31-4ea6-ae02-c4cb605a4152,clear,Books,59.34
302,d87024e4-5acf-45a8-8f18-7b43fe871b04,mission,Electronics,159.14
303,4f413ba7-cdce-434d-b5c3-6b2a7ccd076e,pick,Books,31.05
304,05444878-95b6-46b9-9522-ed9ded618208,resource,Home,189.96
305,3fce3167-ca23-4c55-b015-bc4972a06273,other,Home,24.26
306,7546c662-3033-4641-8651-93d08a74a490,participant,Home,72.57
307,f4842c74-2c0d-42d2-a57f-d5d91b4ec5fe,yet,Clothing,126.42
308,12a1c460-e8be-4530-8d69-94d8ce5b87c7,force,Books,164.37
309,2cbc9994-b60b-4ce5-97b2-e1282b767719,leave,Books,61.28
310,b3840d45-87b5-46ac-a96a-fb31ec960fae,degree,Books,42.36
311,1fca750b-4ccd-4fa8-9e68-81f434fbc95f,into,Books,36.18
312,775d786d-dca8-4eb6-98a7-1813e2c91176,give,Books,97.53
313,1caa03b7-108f-4257-9a50-b787dbd8dce5,factor,Books,33.99
314,6a23b2b6-2163-48a2-9945-46207dd5c8da,have,Clothing,173.76
315,152ce27d-9067-4eb8-a7cb-7ac201aeb138,term,Books,153.08
316,c3351841-38dd-44f3-9add-34c06495ef5e,none,Electronics,178.68
317,8f0b599c-c835-4490-8399-7ad8b547b9f6,eat,Clothing,193.51
318,489b98f1-3c28-4710-84ad-f9b305a2190f,pay,Books,88.53
319,27ded61b-9fe5-4406-a52f-bf163e651022,another,Clothing,94.89
320,1b84f981-b120-4da1-a225-b05fe7cd9715,write,Clothing,33.25
321,344cef96-e518-4285-bb2e-134172f6d7c1,recently,Home,110.24
322,dad95fc4-07ac-4481-9ff7-15154c3e4c23,size,Electronics,119.8
323,525351c4-5fbd-4a1c-ab5d-b3fead39c11f,whether,Books,135.64
324,31c4748a-a027-4efd-8176-480f70679dcc,south,Books,195.51
325,e559ad0d-ef30-454e-a33a-9a0a438c34d5,fly,Clothing,71.16
326,19232624-91c1-401c-b78e-ce3033d7c80b,throughout,Books,148.86
327,d3e60a82-e8f3-4030-9270-a3d47a3341ab,building,Electronics,52.91
328,e2795d4d-45f5-4d49-b4c1-bf088bae8742,husband,Books,60.12
329,cfdae22d-5f40-4992-830a-756b6332de29,whose,Electronics,66.28
330,705383e4-d9a9-43a8-a800-b7936a632efa,team,Books,25.73
331,58f8630e-503d-4f53-99bc-bd1e90c724da,feeling,Clothing,116.12
332,a5781ca4-f364-4305-b109-b7bf25da0d27,true,Books,175.85
333,251cc296-0a90-41bc-a860-98c79edb5915,whose,Home,135.3
334,757164d7-fede-4356-b002-bdf85c064c73,organization,Electronics,149.7
335,184ff5d5-5b3f-49d5-9b2b-9b093d6604cb,firm,Clothing,49.12
336,8171344b-e6e1-4900-9ef2-0a4e2f223c3b,dinner,Books,24.82
337,757dca49-70c0-4c92-a9ce-103cec90e1d5,Mrs,Clothing,194.64
338,e89b1ace-04f6-483b-b3d8-2a48f9b881e2,different,Books,21.45
339,16945f4d-5d7a-4eea-8771-8292c85c4b1a,lose,Electronics,12.49
340,191443de-7c9a-4895-96bc-128f04d03dba,whose,Books,51.07
341,f57a5e12-3071-49f2-8276-e66ad564b1a0,reach,Home,165.52
342,60ac49dd-0046-4f60-9718-e60380161f42,reveal,Clothing,45.7
343,8529170d-6166-4699-a446-bb1ee8619671,nice,Home,29.86
344,9c9cce06-cf83-4f79-8abc-5b05526dc666,upon,Clothing,49.65
345,8175a4b5-9513-47ea-88ef-168249cd61ec,book,Home,122.2
346,960261bc-0530-4533-8854-3920b5d001f2,clearly,Books,110.25
347,55cc5b55-ad6e-4a7a-95f9-a0f8582a0199,give,Clothing,173.11
348,5610c0c2-2f8e-4c07-bf67-502dc8fc3a14,especially,Books,154.49
349,dd21d4aa-9da3-4475-8dd2-4e35d8822b85,parent,Home,69.25
350,6cec30d4-4825-4068-b44d-0a77b055cb04,sort,Home,96.26
351,eef96163-c211-4a09-8f5a-c2b440c2dc82,manager,Clothing,39.26
